name	alt name	url	summary
Lysa Tully	Lysa Tully	/reference/k/00593/index.html	Younger daughter of Lord Hoster Tully and Minisa Whent and wife of Lord Jon Arryn.
Lythene Frey	Lythene Frey	/reference/k/00196/index.html	Eldest daughter of Lord Walder Frey and wife of Lord Lucias Vypren.
Mace Tyrell	Mace Tyrell	/reference/k/00612/index.html	Lord of Highgarden and Warden of the South.
Mad Axe	Mad Axe	/reference/k/01968/index.html	A semi-legendary member of the Night's Watch.
Mad Hunstman	Mad Hunstman	/reference/k/01484/index.html	A farmer in Stoney Sept.
Maddy	Maddy	/reference/k/02225/index.html	A servant at the Eyrie.
Maege Mormont	Maege Mormont	/reference/k/00382/index.html	Lady of Bear Island.
Maegelle Frey	Maegelle Frey	/reference/k/00197/index.html	Only daughter of Ser Stevron Frey.
Maegor I Targaryen	Maegor I Targaryen	/reference/k/00562/index.html	Called the Cruel. King of Westeros from 42-48.
Maekar I Targaryen	Maekar I Targaryen	/reference/k/00563/index.html	Youngest son of King Daeron II Targaryen and Myriah Martell and King of the Seven Kingdoms from 221-233.
Maelys	Maelys	/reference/k/02015/index.html	Called Maelys the Monstrous. Last of the Blackfyre Pretenders.
Maester	Maester	/reference/k/02760/index.html	A mule ridden by Egg.
Mag Mar Tun Doh Weg	Mag Mar Tun Doh Weg	/reference/k/01485/index.html	Called Mag the Mighty. The leader of the giants.
Maggo	Maggo	/reference/k/01844/index.html	A rider in Jhaqo's ko of Drogo's khalasar.
Maggy	Maggy	/reference/k/02270/index.html	Called Maggy the Frog. A fourtune teller.
Malcolm	Malcolm	/reference/k/01487/index.html	A knight of the Riverlands.
Mallador Locke	Mallador Locke	/reference/k/00337/index.html	A ranger of the Night's Watch.
Malleon	Malleon	/reference/k/01488/index.html	Grand Maester of the Seven Kingdoms.
Mallery, Lothar	Lothar Mallery	/reference/k/00346/index.html	A lord of the Crownlands.
Malliard	Malliard	/reference/k/01489/index.html	A wisdom of the Alchemists' Guild of King's Landing.
Mallister, Denys	Denys Mallister	/reference/k/00347/index.html	A member of the Night's Watch and commander of the Shadow Tower.
Mallister, Jason	Jason Mallister	/reference/k/00348/index.html	Lord of Seagard.
Mallister, Jeffory	Jeffory Mallister	/reference/k/00349/index.html	A member of House Mallister
Mallister, Joseth	Joseth Mallister	/reference/k/00350/index.html	A knight and member of House Mallister.
Mallister, Patrek	Patrek Mallister	/reference/k/00351/index.html	Son of Lord Jason Mallister.
Mallor	Mallor	/reference/k/01490/index.html	Called Mallor the Dornishman.  A sellsword.
Malora Hightower	Malora Hightower	/reference/k/01950/index.html	
Malwyn Frey	Malwyn Frey	/reference/k/00198/index.html	Younger son of Ser Raymund Frey.
Mance Rayder	Mance Rayder	/reference/k/00420/index.html	The King-beyond-the-Wall.
Manderly, Donella	Donella Manderly	/reference/k/00291/index.html	Wife of Lord Halys Hornwood.
Manderly, Wendel	Wendel Manderly	/reference/k/00352/index.html	Younger son of Lord Wyman Manderly.
Manderly, Wylis	Wylis Manderly	/reference/k/00353/index.html	Elder son of Lord Wyman Manderly.
Manderly, Wylla	Wylla Manderly	/reference/k/02105/index.html	Younger daughter of Lord Wyman Manderly.
Manderly, Wyman	Wyman Manderly	/reference/k/00354/index.html	Lord of White Harbor.
Manderly, Wynafryd	Wynafryd Manderly	/reference/k/02104/index.html	Elder daughter of Lord Wyman Manderly.
Mandon Moore	Mandon Moore	/reference/k/00375/index.html	A knight of King Robert Baratheon's Kingsguard.
Manfred Dondarrion	Manfred Dondarrion	/reference/k/00105/index.html	A knight and member of House Dondarrion.
Manfred Lothston	Manfred Lothston	/reference/k/02831/index.html	Lord of Harrenhal in the reign of Daeron II Targaryen.
Manfred Swann	Manfred Swann	/reference/k/02016/index.html	A knight and member of House Swann.
Manfrey Martell	Manfrey Martell	/reference/k/02169/index.html	A knight and castellan of Sunspear.
Manfryd Lothston	Manfryd Lothston	/reference/k/02181/index.html	Called the Black Hood. Son of Lord Lucas Lothston.
Manfryd Yew	Manfryd Yew	/reference/k/02550/index.html	A landed knight.
Manwoody, Dagos	Dagos Manwoody	/reference/k/00355/index.html	Lord of Kingsgrave.
Manwoody, Dickon	Dickon Manwoody	/reference/k/00356/index.html	Younger son of Lord Dagos Manwoody.
Marbrand, Addam	Addam Marbrand	/reference/k/00360/index.html	Son of Lord Damon Marbrand.
Marbrand, Damon	Damon Marbrand	/reference/k/00361/index.html	Lord of Ashemark. His son is Ser Addam.
Marbrand, Darlessa	Darlessa Marbrand	/reference/k/00362/index.html	Wife of Ser Tygett Lannister.
Marei	Marei	/reference/k/00790/index.html	A prostitute at Chataya's brothel.
Margaery Tyrell	Margaery Tyrell	/reference/k/00613/index.html	Only daughter of Lord Mace Tyrell.
Margot Lannister	Margot Lannister	/reference/k/00321/index.html	Wife of Lord Titus Peake.
Marianne Vance	Marianne Vance	/reference/k/00645/index.html	Only daughter of Ser Dafyn Vance.
Maric Seaworth	Maric Seaworth	/reference/k/00477/index.html	Fourth son of Ser Davos Seaworth and oarmaster of Fury.
Marillion	Marillion	/reference/k/00791/index.html	A singer.
Marissa Frey	Marissa Frey	/reference/k/00199/index.html	Youngest daughter of Merrett Frey.
Mariya Darry	Mariya Darry	/reference/k/00093/index.html	Wife of Merrett Frey.
Mark Mullendore	Mark Mullendore	/reference/k/01491/index.html	A knight of the Reach.
Mark Ryswell	Mark Ryswell	/reference/k/00457/index.html	A member of House Ryswell.
Marlon Manderly	Marlon Manderly	/reference/k/02109/index.html	A knight, cousin to Lord Wyman Manderly, and commander of the garrison at White Harbor.
Maron Botley	Maron Botley	/reference/k/00037/index.html	Called Fishwhiskers.  An ironman warrior.
Maron Greyjoy	Maron Greyjoy	/reference/k/00261/index.html	Middle son of Lord Balon Greyjoy and Lady Alannys Harlaw.
Maron Martell	Maron Martell	/reference/k/02275/index.html	Prince of Dorne.
Maron Volmark	Maron Volmark	/reference/k/02375/index.html	Lord of Volmark.
Marq Piper	Marq Piper	/reference/k/00406/index.html	Eldest son of Lord Clement Piper.
Marq Rankenfell	Marq Rankenfell	/reference/k/01960/index.html	Called Mad Marq. Lord Commander of the Night's Watch.
Marsella Waynwood	Marsella Waynwood	/reference/k/00661/index.html	Third wife of Ser Stevron Frey.
Marsh, Bowen	Bowen Marsh	/reference/k/00363/index.html	Lord Steward of the Night's Watch.
Martell, Arianne	Arianne Martell	/reference/k/00364/index.html	Eldest daughter of Prince Doran Martell. Physical Description: She is short with long black hair that falls to the small of her back.
Martell, Doran	Doran Martell	/reference/k/00365/index.html	Prince of Dorne.
Martell, Elia	Elia Martell	/reference/k/00366/index.html	Wife of Prince Rhaegar Targaryen.
Martell, Lewyn	Lewyn Martell	/reference/k/00367/index.html	A knight of King Aerys II Targaryen's Kingsguard and uncle to Prince Doran Martell.
Martell, Oberyn	Oberyn Martell	/reference/k/00369/index.html	Called the Red Viper. Younger brother of Prince Doran Martell.
Martell, Olyvar	Olyvar Martell	/reference/k/02165/index.html	Younger brother of Prince Doran Martell.
Martell, Quentyn	Quentyn Martell	/reference/k/00370/index.html	Elder son of Prince Doran Martell.
Martell, Trystane	Trystane Martell	/reference/k/00371/index.html	Younger son of Prince Doran Martell and Mellario.
Martyn Cassel	Martyn Cassel	/reference/k/00062/index.html	Father of Jory Cassel.
Martyn Lannister	Martyn Lannister	/reference/k/00322/index.html	Son of Ser Keven Lannister.
Martyn Mullendore	Martyn Mullendore	/reference/k/02697/index.html	Lord of Uplands.
Martyn Rivers	Martyn Rivers	/reference/k/00434/index.html	Bastard son of Lord Walder Frey.
Marwyn	Marwyn	/reference/k/01861/index.html	An archmaester of the Citadel.
Marwyn Belmore	Marwyn Belmore	/reference/k/00026/index.html	A knight, member of House Belmore, and captain of the guard at the Eyrie.
Marya	Marya	/reference/k/00792/index.html	Wife of Ser Davos Seaworth.
Masha Heddle	Masha Heddle	/reference/k/00279/index.html	Innkeeper of the Old Crossroads Inn.
Maslyn	Maslyn	/reference/k/00793/index.html	A steward of the Night's Watch.
Massey, Justin	Justin Massey	/reference/k/02662/index.html	A knight.
Massey, Wallace	Wallace Massey	/reference/k/00225/index.html	A steward of the Night's Watch, steward and squire to Ser Denys Mallister, and a member of House Massey.
Matarys Targaryen	Matarys Targaryen	/reference/k/00564/index.html	Younger son of Prince Baelor Targaryen.
Mathis Frey	Mathis Frey	/reference/k/00200/index.html	Younger son of Ser Jammos Frey.
Mathis Rowan	Mathis Rowan	/reference/k/00441/index.html	Lord of Goldengrove.
Mathos Mallarawan	Mathos Mallarawan	/reference/k/01492/index.html	One of the Pureblood of Qarth.
Matrice	Matrice	/reference/k/02858/index.html	A servant at Dragonstone.
Matthar	Matthar	/reference/k/00794/index.html	A trainee of the Night's Watch.
Matthos Seaworth	Matthos Seaworth	/reference/k/00478/index.html	Third son of Ser Davos Seaworth and his second on Black Betha.
Mawney	Mawney	/reference/k/00795/index.html	A ranger of the Night's Watch.
Maynard	Maynard	/reference/k/01493/index.html	A knight.
Meadows, Elwood	Elwood Meadows	/reference/k/00372/index.html	A lord of the Reach.
Meadows, Lysa	Lysa Meadows	/reference/k/00373/index.html	Wife of Ser Olymer Tyrell.
Mebble	Mebble	/reference/k/01495/index.html	Called Pinkeye. A servant at Harrenhal.
Medger Cerwyn	Medger Cerwyn	/reference/k/00067/index.html	Lord of Castle Cerwyn.
Medwick Tyrell	Medwick Tyrell	/reference/k/00614/index.html	A maester and younger son of Ser Luthor Tyrell.
Meera Reed	Meera Reed	/reference/k/00431/index.html	Daughter of Lord Howland Reed.
Meg	Meg	/reference/k/02741/index.html	Called Swampy Meg. A member of the Brotherhood Without Banners.
Megga Tyrell	Megga Tyrell	/reference/k/00615/index.html	Only daughter of Ser Olymer Tyrell.
Meizo Mahr	Meizo Mahr	/reference/k/00345/index.html	A eunuch in the employ of Salladhor Saan.
Mela	Mela	/reference/k/02450/index.html	A servingwoman at the Eyrie.
Melara Crane	Melara Crane	/reference/k/00086/index.html	Wife of Lord Alester Florent.
Melara Hetherspoon	Melara Hetherspoon	/reference/k/02473/index.html	Daughter of Ser Tybolt Hetherspoon.
Meldred Merlyn	Meldred Merlyn	/reference/k/02148/index.html	Lord of Pebbleton and head of House Merlyn. Physical Description: He is bald and fleshy.
Melesa Crakehall	Melesa Crakehall	/reference/k/02072/index.html	Wife of Ser Lyonel Frey.
Melessa Florent	Melessa Florent	/reference/k/00134/index.html	Wife of Lord Randyll Tarly.
Meliana	Meliana	/reference/k/01910/index.html	A whore in Mole's Town.
Melicent	Melicent	/reference/k/02634/index.html	A septa.
Melisandre	Melisandre	/reference/k/00796/index.html	Called the Red Lady.  A priestess of the Lord of Light.
Mellara Frey	Mellara Frey	/reference/k/02692/index.html	Bastard daughter of Lord Walder Frey.
Mellario	Mellario	/reference/k/00797/index.html	Wife of Prince Doran Martell. She is from Norvos.
Mellei	Mellei	/reference/k/02611/index.html	A servant at Sunspear.
Melly	Melly	/reference/k/02882/index.html	A commoner.
Melwyn Sarsfield	Melwyn Sarsfield	/reference/k/00470/index.html	A knight and member of House Sarsfield.
Melwys	Melwys	/reference/k/02690/index.html	Maester of Rosby and bastard son of Lord Walder Frey.
Meralyn	Meralyn	/reference/k/02570/index.html	Called Merry. Owner of the Happy Port brothel in Braavos.
Meraxes	Meraxes	/reference/k/01789/index.html	One of the three dragons of Aegon the Conqueror.
Meredyth Crane	Meredyth Crane	/reference/k/01496/index.html	Called Merry. A member of House Crane.
Merianne Frey	Merianne Frey	/reference/k/00201/index.html	Called Merry. Only daughter of Ser Whalen Frey.
Meribald	Meribald	/reference/k/02478/index.html	A wandering septon.
Merion	Merion	/reference/k/02590/index.html	Grand Maester during the reign of Aegon V Targaryen.
Merlon Crakehall	Merlon Crakehall	/reference/k/00081/index.html	Youngest son of Lord Roland Crakehall.
Mern IX Gardener	Mern IX Gardener	/reference/k/01498/index.html	King of the Reach.
Mero	Mero	/reference/k/00798/index.html	Called the Titan's Bastard. Leader of the Second Sons sellsword company.
Merrell Florent	Merrell Florent	/reference/k/00135/index.html	Younger son of Ser Colin Florent.
Merrett Frey	Merrett Frey	/reference/k/00202/index.html	Ninth son of Lord Walder Frey. His only son is Little Walder.
Merrit	Merrit	/reference/k/01499/index.html	Called Merrit of Moontown. A commoner.
Merryweather, Orton	Orton Merryweather	/reference/k/01531/index.html	Lord of Longtable and head of House Merryweather. His wife is Taena.
Merryweather, Owen	Owen Merryweather	/reference/k/01501/index.html	Second Hand of the King to King Aerys II Targaryen.
Merryweather, Russell	Russell Merryweather	/reference/k/02499/index.html	Only son of Lord Orton Merryweather.
Meryn Trant	Meryn Trant	/reference/k/00586/index.html	A knight of King Robert Baratheon's Kingsguard.
Michael Mertyns	Michael Mertyns	/reference/k/02328/index.html	A knight of the Kingsguard.
Mikken	Mikken	/reference/k/00799/index.html	Blacksmith of Winterfell.
Mina Tyrell	Mina Tyrell	/reference/k/00616/index.html	Wife of Lord Paxter Redwyne.
Minisa Whent	Minisa Whent	/reference/k/00672/index.html	Wife of Lord Hoster Tully.
Mirri Maz Duur	Mirri Maz Duur	/reference/k/00106/index.html	A Lhazareen healer, mystic, and godswife devoted to the Great Shephard.
Missandei	Missandei	/reference/k/00800/index.html	A slave girl owned by Kraznys mo Nakloz.
Mo, Kojja	Kojja Mo	/reference/k/02588/index.html	Daughter of Quhuru Mo and a member of his crew on the Cinnamon Wind.
Mo, Quhuru	Quhuru Mo	/reference/k/01556/index.html	Captain of the Cinnamon Wind.
Moelle	Moelle	/reference/k/02635/index.html	One of the Most Devout of the Faith.
Mohor	Mohor	/reference/k/00801/index.html	A man-at-arms in service to House Bracken.
Mollander	Mollander	/reference/k/02085/index.html	A novie of the Citadel. Physical Description: He has thick arms, broad shoulders, and a clubfoot.
Mollen, Hallis	Hallis Mollen	/reference/k/00374/index.html	A guard at Winterfell.
Mollos	Mollos	/reference/k/02098/index.html	An archmaester of the Citadel.
Monford Velaryon	Monford Velaryon	/reference/k/01502/index.html	Lord of Driftmark.
Monterys Velaryon	Monterys Velaryon	/reference/k/00650/index.html	Son of Lord Monford Velaryon.
Moon Boy	Moon Boy	/reference/k/00802/index.html	King Robert's fool.
Mooton, Eleanor	Eleanor Mooton	/reference/k/02739/index.html	Eldest daughter of Lord William Mooton.
Mooton, William	William Mooton	/reference/k/02030/index.html	Lord of Maidenpool and head of House Mooton.
Mopatis, Illyrio	Illyrio Mopatis	/reference/k/00377/index.html	A Magister of the Free City of Pentos.
Mord	Mord	/reference/k/00803/index.html	A jailor at the Eyrie.
Mordane	Mordane	/reference/k/00804/index.html	A septa and tutor to Arya and Sansa Stark.
Moredo Prestayn	Moredo Prestayn	/reference/k/02557/index.html	Captain of the trading ship Vixen. He is from Braavos.
Moreland, Robin	Robin Moreland	/reference/k/02315/index.html	
Moreo Tumitis	Moreo Tumitis	/reference/k/00594/index.html	Captain of the trading galley Storm Dancer.
Morgarth	Morgarth	/reference/k/02632/index.html	A hedge knight.
Morgil	Morgil	/reference/k/01503/index.html	A knight.
Moribald Chester	Moribald Chester	/reference/k/00119/index.html	Lord of Greenshield.
Mormont, Alysane	Alysane Mormont	/reference/k/02158/index.html	
Mormont, Dacey	Dacey Mormont	/reference/k/00378/index.html	Eldest daughter of Lady Maege Mormont.
Mormont, Jeor	Jeor Mormont	/reference/k/00380/index.html	Brother of Lady Maege Mormont and Lord Commander of the Night's Watch.
Mormont, Jorah	Jorah Mormont	/reference/k/00381/index.html	Son of Lord Jeor Mormont.
Mormont, Jorelle	Jorelle Mormont	/reference/k/02160/index.html	
Mormont, Lyanna	Lyanna Mormont	/reference/k/02161/index.html	
Mormont, Lyra	Lyra Mormont	/reference/k/02159/index.html	
Moro	Moro	/reference/k/00805/index.html	A dothraki khal.
Morosh	Morosh	/reference/k/01504/index.html	A myrish sellsail.
Morra	Morra	/reference/k/02610/index.html	A servant at Sunspear.
Morrec	Morrec	/reference/k/00806/index.html	Bodyservant to Tyrion Lannister.
Morrigen, Guyard	Guyard Morrigen	/reference/k/00383/index.html	A knight of the Stormlands.
Morrigen, Lester	Lester Morrigen	/reference/k/00384/index.html	Lord of Crows Nest.
Morros Slynt	Morros Slynt	/reference/k/00487/index.html	Eldest son of Lord Janos Slynt.
Mors Manwoody	Mors Manwoody	/reference/k/00358/index.html	Elder son of Lord Dagos Manwoody.
Mors Martell	Mors Martell	/reference/k/02164/index.html	Younger brother of Prince Doran Martell.
Mors Martell	Mors Martell	/reference/k/01505/index.html	First Prince of Dorne.
Mors Umber	Mors Umber	/reference/k/00636/index.html	Called Crowsfood.  Uncle to Lord Jon Umber.
Morton Waynwood	Morton Waynwood	/reference/k/00662/index.html	Eldest son of Lady Anya Waynwood.
Morya Frey	Morya Frey	/reference/k/00203/index.html	Wife of Ser Flement Brax.
Moryn Tyrell	Moryn Tyrell	/reference/k/00617/index.html	Uncle to Lord Mace Tyrell.
Mott, Tobho	Tobho Mott	/reference/k/00385/index.html	A master armorer in King's Landing.
Mudd, Tristan	Tristan Mudd	/reference/k/01964/index.html	Lord Commander of the Night's Watch.
Mudd, Tristifer IV	Tristifer IV Mudd	/reference/k/01634/index.html	Called the Hammer of Justice. King of the Rivers and the Hills.
Mudd, Tristifer V	Tristifer V Mudd	/reference/k/01635/index.html	King of the Rivers and the Hills.
Mudge	Mudge	/reference/k/02790/index.html	A peasant on the lands of House Osgrey.
Mudge	Mudge	/reference/k/01506/index.html	A commoner.
Mullin	Mullin	/reference/k/01508/index.html	Maester of the Shadow Tower and a man of the Night's Watch.
Mully	Mully	/reference/k/01906/index.html	A steward of the Night's Watch.
Munciter	Munciter	/reference/k/01509/index.html	A wisdom of the Alchemists' Guild of King's Landing.
Munda	Munda	/reference/k/01510/index.html	Only daughter of Tormund.
Murch	Murch	/reference/k/01512/index.html	A guard at Winterfell.
Murch	Murch	/reference/k/01511/index.html	A convicted felon.
Murenmure	Murenmure	/reference/k/02157/index.html	Maester of Hammerhorn.
Murmison	Murmison	/reference/k/01513/index.html	A septon and Hand of the King.
Mya Stone	Mya Stone	/reference/k/00514/index.html	An unacknowledged bastard daughter of King Robert Baratheon.
Mycah	Mycah	/reference/k/00807/index.html	A butcher's boy.
Mychel Redfort	Mychel Redfort	/reference/k/00422/index.html	Youngest son of Lord Horton Redfort.
Mylenda Caron	Mylenda Caron	/reference/k/00057/index.html	Wife of Petyr Frey.
Myles	Myles	/reference/k/01514/index.html	Squire to Ser Desmond Grell.
Myles	Myles	/reference/k/02170/index.html	A maester.
Myles Manwoody	Myles Manwoody	/reference/k/00359/index.html	Brother of Lord Dagos Manwoody.
Myles Mooton	Myles Mooton	/reference/k/00376/index.html	Brother of Lord William Mooton.
Myles Smallwood	Myles Smallwood	/reference/k/01516/index.html	Hand of the King.
Mylessa Blackwood	Mylessa Blackwood	/reference/k/02308/index.html	
Myranda Royce	Myranda Royce	/reference/k/00447/index.html	Only daughter of Lord Nestor Royce.
Myrcella Baratheon	Myrcella Baratheon	/reference/k/00015/index.html	Only daughter of King Robert Baratheon and Cersei Lannister.
Myre, Jon	Jon Myre	/reference/k/02262/index.html	Called Pinchface Jon. A noted ironman ship captain.
Myria Jordayne	Myria Jordayne	/reference/k/00296/index.html	Only daughter of Lord Trebor Jordayne.
Myriah Martell	Myriah Martell	/reference/k/00368/index.html	Wife of King Daeron II Targaryen.
Myrielle Lannister	Myrielle Lannister	/reference/k/00323/index.html	Younger daughter of Ser Stafford Lannister.
Myrmello	Myrmello	/reference/k/02578/index.html	A mummer in Braavos.
Naerys Targaryen	Naerys Targaryen	/reference/k/00566/index.html	Wife of Aegon IV Targaryen and queen of the Seven Kingdoms.
Nage	Nage	/reference/k/01518/index.html	A soldier in service to House Bolton.
Naggle	Naggle	/reference/k/02186/index.html	The innkeeper of the Old Stone Bridge.
Naharis, Daario	Daario Naharis	/reference/k/00386/index.html	One of three captains of the Stormcrows.
Nakloz, Kraznys Mo	Kraznys Mo Nakloz	/reference/k/00387/index.html	A slavemaster of Astapor.
Nan	Nan	/reference/k/00808/index.html	Called Old Nan.  A servant at Winterfell.
Narbert	Narbert	/reference/k/02536/index.html	A proctor at the Quiet Isle.
Narbo	Narbo	/reference/k/02576/index.html	Called Little Narbo. A thief in Braavos.
Nayland, Raymond	Raymond Nayland	/reference/k/02416/index.html	A knight.
Nella	Nella	/reference/k/01519/index.html	One of Craster's daughter/wives.
Nestor Royce	Nestor Royce	/reference/k/00448/index.html	Lord of the Gates of the Moon.
Nissa Nissa	Nissa Nissa	/reference/k/01521/index.html	Wife of Azor Ahai.
Noho Dimittis	Noho Dimittis	/reference/k/02465/index.html	An envoy of the Iron Bank.
Norbert Vance	Norbert Vance	/reference/k/02084/index.html	Lord of Atranta and head of House Vance.
Norcross, Alester	Alester Norcross	/reference/k/00388/index.html	Elder son of Ser Hosman Norcross.
Norcross, Bayard	Bayard Norcross	/reference/k/02507/index.html	A knight.
Norcross, Hosman	Hosman Norcross	/reference/k/00389/index.html	A knight and member of House Norcross.
Norcross, Jeffory	Jeffory Norcross	/reference/k/02329/index.html	A knight of the Kingsguard.
Norcross, Renly	Renly Norcross	/reference/k/00390/index.html	Younger son of Ser Hosman Norcross.
Norjen	Norjen	/reference/k/02117/index.html	A drowned man.
Normund Tyrell	Normund Tyrell	/reference/k/00618/index.html	Maester of Blackcrown and cousin of Lord Mace Tyrell.
Norne Goodbrother	Norne Goodbrother	/reference/k/02372/index.html	Lord of Shatterstone.
Norren	Norren	/reference/k/02658/index.html	An archmaester of the Citadel.
Norrey, Brandon	Brandon Norrey	/reference/k/02735/index.html	Called the Norrey. Chief of the Norrey Clan.
Norrey, Owen	Owen Norrey	/reference/k/00391/index.html	A member of House Norrey.
Norridge, Elyn	Elyn Norridge	/reference/k/00392/index.html	Wife of Ser Luthor Tyrell.
Notch	Notch	/reference/k/01523/index.html	A member of the Brotherhood Without Banners.
Noye, Donal	Donal Noye	/reference/k/00393/index.html	A member of the Night's Watch and blacksmith for Castle Black.
Nute	Nute	/reference/k/02341/index.html	Called Nute the Barber. First mate on Iron Victory.
Nymella Toland	Nymella Toland	/reference/k/02078/index.html	Lady of Ghost Hill.
Nymeria	Nymeria	/reference/k/01784/index.html	Arya Stark's direwolf.
Nymeria	Nymeria	/reference/k/01524/index.html	A legendary queen of the Rhoynar.
Nymeria Sand	Nymeria Sand	/reference/k/00464/index.html	Second bastard daughter of Prince Oberyn Martell. Physical Description: She is slender, with straight black hair that forms a widow's peak, dark eyes, high cheekbones, full lips, and pale skin.
Nymos	Nymos	/reference/k/02704/index.html	An archmaester of the Citadel.
Nysterica	Nysterica	/reference/k/01525/index.html	A septa and tutor to Margaery Tyrell.
Oakheart, Alester	Alester Oakheart	/reference/k/02273/index.html	
Oakheart, Arwyn	Arwyn Oakheart	/reference/k/00394/index.html	Lady of Old Oak.
Oakheart, Arys	Arys Oakheart	/reference/k/00395/index.html	A knight of King Robert Baratheon's Kingsguard.
Oakheart, Edgerran	Edgerran Oakheart	/reference/k/02272/index.html	Called Edgerran the Open-Handed. Lord of Old Oak.
Obara Sand	Obara Sand	/reference/k/00465/index.html	Eldest bastard daughter of Prince Oberyn Martell. Physical Description: She is big-boned with close-set eyes and rat-brown hair.
Obella Sand	Obella Sand	/reference/k/00466/index.html	Sixth bastard daughter of Prince Oberyn Martell.
Oberyn Martell	Oberyn Martell	/reference/k/00369/index.html	Called the Red Viper. Younger brother of Prince Doran Martell.
Ocley	Ocley	/reference/k/02710/index.html	An archmaester of the Citadel.
Ogo	Ogo	/reference/k/00809/index.html	A Dothraki khal.
Old Gods, The	The Old Gods	/reference/k/01371/index.html	The nameless gods of the nameless faith of the First Men.
Old Tattersalt	Old Tattersalt	/reference/k/02310/index.html	A man of the Night's Watch and captain of the Blackbird.
Olene Tyrell	Olene Tyrell	/reference/k/00619/index.html	Wife of Ser Leo Blackbar.
Olenna Redwyne	Olenna Redwyne	/reference/k/00426/index.html	Called the Queen of Thornes. Wife of Lord Luthor Tyrell and mother of Lord Mace Tyrell.
Ollidor	Ollidor	/reference/k/02331/index.html	One of the Most Devout of the Faith.
Ollo Lophand	Ollo Lophand	/reference/k/00340/index.html	A ranger of the Night's Watch.
Olymer Tyrell	Olymer Tyrell	/reference/k/00620/index.html	Only son of Ser Quentin Tyrell.
Olyvar Frey	Olyvar Frey	/reference/k/00204/index.html	Eighteenth son of Lord Walder Frey.
Olyvar Martell	Olyvar Martell	/reference/k/02165/index.html	Younger brother of Prince Doran Martell.
Olyvar Oakheart	Olyvar Oakheart	/reference/k/02271/index.html	Called Ser Olyvar the Green Oak. A knight of Daeron I's Kingsguard.
Omer Blackberry	Omer Blackberry	/reference/k/01994/index.html	A soldier at Dragonstone.
Omer Florent	Omer Florent	/reference/k/00136/index.html	Maester of Old Oak and elder son of Ser Colin Florent.
Ondrew Locke	Ondrew Locke	/reference/k/00338/index.html	Lord of Oldcastle.
Orbelo	Orbelo	/reference/k/02487/index.html	A bravo.
Orbert Caswell	Orbert Caswell	/reference/k/02188/index.html	Called the Black Centaur. A former Lord Commander of the Night's Watch.
Orell	Orell	/reference/k/01529/index.html	A wildling warg.
Orivel	Orivel	/reference/k/02323/index.html	Called Orivel the Open-Handed. A knight of the Kingsguard.
Orkwood	Orkwood	/reference/k/02381/index.html	Head of House Orkwood.
Orland	Orland	/reference/k/01900/index.html	Called Ormond of Oldtown. A noted singer.
Ormollen, Tregar	Tregar Ormollen	/reference/k/01632/index.html	A merchant prince in Lys.
Ormond	Ormond	/reference/k/01530/index.html	A knight.
Ormond Osgrey	Ormond Osgrey	/reference/k/02806/index.html	Last Osgrey lord of Coldmoat.
Ormond Yronwood	Ormond Yronwood	/reference/k/01668/index.html	Lord of Yronwood.
Oro Tendyris	Oro Tendyris	/reference/k/02073/index.html	A prosperous merchant of Braavos.
Orton Merryweather	Orton Merryweather	/reference/k/01531/index.html	Lord of Longtable and head of House Merryweather. His wife is Taena.
Orys Baratheon	Orys Baratheon	/reference/k/01532/index.html	A former head of House Baratheon, the first lord of Storm's End, and the first lord paramount of the Stormlands.
Osbert Serry	Osbert Serry	/reference/k/00056/index.html	Lord of Southshield.
Osfryd Kettleblack	Osfryd Kettleblack	/reference/k/00303/index.html	A sellsword.
Osgrey, Addam	Addam Osgrey	/reference/k/02778/index.html	A squire and youngest son of Ser Eustace Osgrey.
Osgrey, Alysanne	Alysanne Osgrey	/reference/k/02786/index.html	Only daughter of Ser Eustace Osgrey.
Osgrey, Edwyn	Edwyn Osgrey	/reference/k/02776/index.html	A knight and eldest son of Ser Eustace Osgrey.
Osgrey, Eustace	Eustace Osgrey	/reference/k/02767/index.html	A knight and master of Standfast.
Osgrey, Harrold	Harrold Osgrey	/reference/k/02777/index.html	A knight and second son of Ser Eustace Osgrey.
Osgrey, Perwyn	Perwyn Osgrey	/reference/k/02805/index.html	Called Perywn the Proud. Lord of Coldmoat.
Osgrey, Wilbert	Wilbert Osgrey	/reference/k/02782/index.html	Called the Little Lion. A knight.
Osha	Osha	/reference/k/00811/index.html	A wildling woman.
Osmund Frey	Osmund Frey	/reference/k/00205/index.html	Only son of Ser Benfrey Frey.
Osmund Kettleblack	Osmund Kettleblack	/reference/k/00304/index.html	A sellsword knight.
Osmynd	Osmynd	/reference/k/01533/index.html	Septon of Riverrun.
Osney Kettleblack	Osney Kettleblack	/reference/k/00305/index.html	A sellsword.
Osric Stark	Osric Stark	/reference/k/02191/index.html	A former Lord Commander of the Night's Watch.
Oss	Oss	/reference/k/00810/index.html	Called Orphan Oss. A steward of the Night's Watch.
Ossy	Ossy	/reference/k/02627/index.html	A mule handler at the Gates of the Moon.
Oswell Kettleblack	Oswell Kettleblack	/reference/k/00302/index.html	Father of Osmund, Osney, and Osfryd Kettleblack.
