start,end,cost
20001,9941,1
20001,9942,1
20001,9943,1
20001,9944,1
20001,9945,1
20001,9946,1
20001,9947,1
20001,9948,1
20001,9949,1
20001,9950,1
20001,9951,1
20001,9952,1
20001,9953,1
20001,9954,1
20001,9955,1
20001,9956,1
20001,9957,1
20001,9958,1
20001,9959,1
20001,9960,1
20001,9961,1
20001,9962,1
20001,9963,1
20001,9964,1
20001,9965,1
20001,9966,1
20001,9967,1
20001,9968,1
20001,9969,1
20001,9970,1
20001,9971,1
20001,9972,1
20001,9973,1
20001,9974,1
20001,9975,1
20001,9976,1
20001,9977,1
20001,9978,1
20001,9979,1
20001,9980,1
20001,9981,1
20001,9982,1
20001,9983,1
20001,9984,1
20001,9985,1
20001,9986,1
20001,9987,1
20001,9988,1
20001,9989,1
20001,9990,1
20001,9991,1
20001,9992,1
20001,9993,1
20001,9994,1
20001,9995,1
20001,9996,1
20001,9997,1
20001,9998,1
20001,9999,1
20001,10000,1
20001,10001,1
20001,10002,1
20001,10003,1
20001,10004,1
20001,10005,1
20001,10006,1
20001,10007,1
20001,10008,1
20001,10009,1
20001,10010,1
20001,10011,1
20001,10012,1
20001,10013,1
20001,10014,1
20001,10015,1
20001,10016,1
20001,10017,1
20001,10018,1
20001,10019,1
20001,10020,1
20001,10021,1
20001,10022,1
20001,10023,1
20001,10024,1
20001,10025,1
20001,10026,1
20001,10027,1
20001,10028,1
20001,10029,1
20001,10030,1
20001,10031,1
20001,10032,1
20001,10033,1
20001,10034,1
20001,10035,1
20001,10036,1
20001,10037,1
20001,10038,1
20001,10039,1
20001,10040,1
20001,10041,1
20001,10042,1
20001,10043,1
20001,10044,1
20001,10045,1
20001,10046,1
20001,10047,1
20001,10048,1
20001,10049,1
20001,10050,1
20001,10051,1
20001,10052,1
20001,10053,1
20001,10054,1
20001,10055,1
20001,10056,1
20001,10057,1
20001,10058,1
20001,10059,1
20001,10060,1
20001,10061,1
20001,10062,1
20001,10063,1
20001,10064,1
20001,10065,1
20001,10066,1
20001,10067,1
20001,10068,1
20001,10069,1
20001,10070,1
20001,10071,1
20001,10072,1
20001,10073,1
20001,10074,1
20001,10075,1
20001,10076,1
20001,10077,1
20001,10078,1
20001,10079,1
20001,10080,1
20001,10081,1
20001,10082,1
20001,10083,1
20001,10084,1
20001,10085,1
20001,10086,1
20001,10087,1
20001,10088,1
20001,10089,1
20001,10090,1
20001,10091,1
20001,10092,1
20001,10093,1
20001,10094,1
20001,10095,1
20001,10096,1
20001,10097,1
20001,10098,1
20001,10099,1
20001,10100,1
20001,10101,1
20001,10102,1
20001,10103,1
20001,10104,1
20001,10105,1
20001,10106,1
20001,10107,1
20001,10108,1
20001,10109,1
20001,10110,1
20001,10111,1
20001,10112,1
20001,10113,1
20001,10114,1
20001,10115,1
20001,10116,1
20001,10117,1
20001,10118,1
20001,10119,1
20001,10120,1
20001,10121,1
20001,10122,1
20001,10123,1
20001,10124,1
20001,10125,1
20001,10126,1
20001,10127,1
20001,10128,1
20001,10129,1
20001,10130,1
20001,10131,1
20001,10132,1
20001,10133,1
20001,10134,1
20001,10135,1
20001,10136,1
20001,10137,1
20001,10138,1
20001,10139,1
20001,10140,1
20001,10141,1
20001,10142,1
20001,10143,1
20001,10144,1
20001,10145,1
20001,10146,1
20001,10147,1
20001,10148,1
20001,10149,1
20001,10150,1
20001,10151,1
20001,10152,1
20001,10153,1
20001,10154,1
20001,10155,1
20001,10156,1
20001,10157,1
20001,10158,1
20001,10159,1
20001,10160,1
20001,10161,1
20001,10162,1
20001,10163,1
20001,10164,1
20001,10165,1
20001,10166,1
20001,10167,1
20001,10168,1
20001,10169,1
20001,10170,1
20001,10171,1
20001,10172,1
20001,10173,1
20001,10174,1
20001,10175,1
20001,10176,1
20001,10177,1
20001,10178,1
20001,10179,1
20001,10180,1
20001,10181,1
20001,10182,1
20001,10183,1
20001,10184,1
20001,10185,1
20001,10186,1
20001,10187,1
20001,10188,1
20001,10189,1
20001,10190,1
20001,10191,1
20001,10192,1
20001,10193,1
20001,10194,1
20001,10195,1
20001,10196,1
20001,10197,1
20001,10198,1
20001,10199,1
20001,10200,1
20001,10201,1
20001,10202,1
20001,10203,1
20001,10204,1
20001,10205,1
20001,10206,1
20001,10207,1
20001,10208,1
20001,10209,1
20001,10210,1
20001,10211,1
20001,10212,1
20001,10213,1
20001,10214,1
20001,10215,1
20001,10216,1
20001,10217,1
20001,10218,1
20001,10219,1
20001,10220,1
20001,10221,1
20001,10222,1
20001,10223,1
20001,10224,1
20001,10225,1
20001,10226,1
20001,10227,1
20001,10228,1
20001,10229,1
20001,10230,1
20001,10231,1
20001,10232,1
20001,10233,1
20001,10234,1
20001,10235,1
20001,10236,1
20001,10237,1
20001,10238,1
20001,10239,1
20001,10240,1
20001,10241,1
20001,10242,1
20001,10243,1
20001,10244,1
20001,10245,1
20001,10246,1
20001,10247,1
20001,10248,1
20001,10249,1
20001,10250,1
20001,10251,1
20001,10252,1
20001,10253,1
20001,10254,1
20001,10255,1
20001,10256,1
20001,10257,1
20001,10258,1
20001,10259,1
20001,10260,1
20001,10261,1
20001,10262,1
20001,10263,1
20001,10264,1
20001,10265,1
20001,10266,1
20001,10267,1
20001,10268,1
20001,10269,1
20001,10270,1
20001,10271,1
20001,10272,1
20001,10273,1
20001,10274,1
20001,10275,1
20001,10276,1
20001,10277,1
20001,10278,1
20001,10279,1
20001,10280,1
20001,10281,1
20001,10282,1
20001,10283,1
20001,10284,1
20001,10285,1
20001,10286,1
20001,10287,1
20001,10288,1
20001,10289,1
20001,10290,1
20001,10291,1
20001,10292,1
20001,10293,1
20001,10294,1
20001,10295,1
20001,10296,1
20001,10297,1
20001,10298,1
20001,10299,1
20001,10300,1
20001,10301,1
20001,10302,1
20001,10303,1
20001,10304,1
20001,10305,1
20001,10306,1
20001,10307,1
20001,10308,1
20001,10309,1
20001,10310,1
20001,10311,1
20001,10312,1
20001,10313,1
20001,10314,1
20001,10315,1
20001,10316,1
20001,10317,1
20001,10318,1
20001,10319,1
20001,10320,1
20001,10321,1
20001,10322,1
20001,10323,1
20001,10324,1
20001,10325,1
20001,10326,1
20001,10327,1
20001,10328,1
20001,10329,1
20001,10330,1
20001,10331,1
20001,10332,1
20001,10333,1
20001,10334,1
20001,10335,1
20001,10336,1
20001,10337,1
20001,10338,1
20001,10339,1
20001,10340,1
20001,10341,1
20001,10342,1
20001,10343,1
20001,10344,1
20001,10345,1
20001,10346,1
20001,10347,1
20001,10348,1
20001,10349,1
20001,10350,1
20001,10351,1
20001,10352,1
20001,10353,1
20001,10354,1
20001,10355,1
20001,10356,1
20001,10357,1
20001,10358,1
20001,10359,1
20001,10360,1
20001,10361,1
20001,10362,1
20001,10363,1
20001,10364,1
20001,10365,1
20001,10366,1
20001,10367,1
20001,10368,1
20001,10369,1
20001,10370,1
20001,10371,1
20001,10372,1
20001,10373,1
20001,10374,1
20001,10375,1
20001,10376,1
20001,10377,1
20001,10378,1
20001,10379,1
20001,10380,1
20001,10381,1
20001,10382,1
20001,10383,1
20001,10384,1
20001,10385,1
20001,10386,1
20001,10387,1
20001,10388,1
20001,10389,1
20001,10390,1
20001,10391,1
20001,10392,1
20001,10393,1
20001,10394,1
20001,10395,1
20001,10396,1
20001,10397,1
20001,10398,1
20001,10399,1
20001,10400,1
20001,10401,1
20001,10402,1
20001,10403,1
20001,10404,1
20001,10405,1
20001,10406,1
20001,10407,1
20001,10408,1
20001,10409,1
20001,10410,1
20001,10411,1
20001,10412,1
20001,10413,1
20001,10414,1
20001,10415,1
20001,10416,1
20001,10417,1
20001,10418,1
20001,10419,1
20001,10420,1
20001,10421,1
20001,10422,1
20001,10423,1
20001,10424,1
20001,10425,1
20001,10426,1
20001,10427,1
20001,10428,1
20001,10429,1
20001,10430,1
20001,10431,1
20001,10432,1
20001,10433,1
20001,10434,1
20001,10435,1
20001,10436,1
20001,10437,1
20001,10438,1
20001,10439,1
20001,10440,1
20001,10441,1
20001,10442,1
20001,10443,1
20001,10444,1
20001,10445,1
20001,10446,1
20001,10447,1
20001,10448,1
20001,10449,1
20001,10450,1
20001,10451,1
20001,10452,1
20001,10453,1
20001,10454,1
20001,10455,1
20001,10456,1
20001,10457,1
20001,10458,1
20001,10459,1
20001,10460,1
20001,10461,1
20001,10462,1
20001,10463,1
20001,10464,1
20001,10465,1
20001,10466,1
20001,10467,1
20001,10468,1
20001,10469,1
20001,10470,1
20001,10471,1
20001,10472,1
20001,10473,1
20001,10474,1
20001,10475,1
20001,10476,1
20001,10477,1
20001,10478,1
20001,10479,1
20001,10480,1
20001,10481,1
20001,10482,1
20001,10483,1
20001,10484,1
20001,10485,1
20001,10486,1
20001,10487,1
20001,10488,1
20001,10489,1
20001,10490,1
20001,10491,1
20001,10492,1
20001,10493,1
20001,10494,1
20001,10495,1
20001,10496,1
20001,10497,1
20001,10498,1
20001,10499,1
20001,10500,1
20001,10501,1
20001,10502,1
20001,10503,1
20001,10504,1
20001,10505,1
20001,10506,1
20001,10507,1
20001,10508,1
20001,10509,1
20001,10510,1
20001,10511,1
20001,10512,1
20001,10513,1
20001,10514,1
20001,10515,1
20001,10516,1
20001,10517,1
20001,10518,1
20001,10519,1
20001,10520,1
20001,10521,1
20001,10522,1
20001,10523,1
20001,10524,1
20001,10525,1
20001,10526,1
20001,10527,1
20001,10528,1
20001,10529,1
20001,10530,1
20001,10531,1
20001,10532,1
20001,10533,1
20001,10534,1
20001,10535,1
20001,10536,1
20001,10537,1
20001,10538,1
20001,10539,1
20001,10540,1
20001,10541,1
20001,10542,1
20001,10543,1
20001,10544,1
20001,10545,1
20001,10546,1
20001,10547,1
20001,10548,1
20001,10549,1
20001,10550,1
20001,10551,1
20001,10552,1
20001,10553,1
20001,10554,1
20001,10555,1
20001,10556,1
20001,10557,1
20001,10558,1
20001,10559,1
20001,10560,1
20001,10561,1
20001,10562,1
20001,10563,1
20001,10564,1
20001,10565,1
20001,10566,1
20001,10567,1
20001,10568,1
20001,10569,1
20001,10570,1
20001,10571,1
20001,10572,1
20001,10573,1
20001,10574,1
20001,10575,1
20001,10576,1
20001,10577,1
20001,10578,1
20001,10579,1
20001,10580,1
20001,10581,1
20001,10582,1
20001,10583,1
20001,10584,1
20001,10585,1
20001,10586,1
20001,10587,1
20001,10588,1
20001,10589,1
20001,10590,1
20001,10591,1
20001,10592,1
20001,10593,1
20001,10594,1
20001,10595,1
20001,10596,1
20001,10597,1
20001,10598,1
20001,10599,1
20001,10600,1
20001,10601,1
20001,10602,1
20001,10603,1
20001,10604,1
20001,10605,1
20001,10606,1
20001,10607,1
20001,10608,1
20001,10609,1
20001,10610,1
20001,10611,1
20001,10612,1
20001,10613,1
20001,10614,1
20001,10615,1
20001,10616,1
20001,10617,1
20001,10618,1
20001,10619,1
20001,10620,1
20001,10621,1
20001,10622,1
20001,10623,1
20001,10624,1
20001,10625,1
20001,10626,1
20001,10627,1
20001,10628,1
20001,10629,1
20001,10630,1
20001,10631,1
20001,10632,1
20001,10633,1
20001,10634,1
20001,10635,1
20001,10636,1
20001,10637,1
20001,10638,1
20001,10639,1
20001,10640,1
20001,10641,1
20001,10642,1
20001,10643,1
20001,10644,1
20001,10645,1
20001,10646,1
20001,10647,1
20001,10648,1
20001,10649,1
20001,10650,1
20001,10651,1
20001,10652,1
20001,10653,1
20001,10654,1
20001,10655,1
20001,10656,1
20001,10657,1
20001,10658,1
20001,10659,1
20001,10660,1
20001,10661,1
20001,10662,1
20001,10663,1
20001,10664,1
20001,10665,1
20001,10666,1
20001,10667,1
20001,10668,1
20001,10669,1
20001,10670,1
20001,10671,1
20001,10672,1
20001,10673,1
20001,10674,1
20001,10675,1
20001,10676,1
20001,10677,1
20001,10678,1
20001,10679,1
20001,10680,1
20001,10681,1
20001,10682,1
20001,10683,1
20001,10684,1
20001,10685,1
20001,10686,1
20001,10687,1
20001,10688,1
20001,10689,1
20001,10690,1
20001,10691,1
20001,10692,1
20001,10693,1
20001,10694,1
20001,10695,1
20001,10696,1
20001,10697,1
20001,10698,1
20001,10699,1
20001,10700,1
20001,10701,1
20001,10702,1
20001,10703,1
20001,10704,1
20001,10705,1
20001,10706,1
20001,10707,1
20001,10708,1
20001,10709,1
20001,10710,1
20001,10711,1
20001,10712,1
20001,10713,1
20001,10714,1
20001,10715,1
20001,10716,1
20001,10717,1
20001,10718,1
20001,10719,1
20001,10720,1
20001,10721,1
20001,10722,1
20001,10723,1
20001,10724,1
20001,10725,1
20001,10726,1
20001,10727,1
20001,10728,1
20001,10729,1
20001,10730,1
20001,10731,1
20001,10732,1
20001,10733,1
20001,10734,1
20001,10735,1
20001,10736,1
20001,10737,1
20001,10738,1
20001,10739,1
20001,10740,1
20001,10741,1
20001,10742,1
20001,10743,1
20001,10744,1
20001,10745,1
20001,10746,1
20001,10747,1
20001,10748,1
20001,10749,1
20001,10750,1
20001,10751,1
20001,10752,1
20001,10753,1
20001,10754,1
20001,10755,1
20001,10756,1
20001,10757,1
20001,10758,1
20001,10759,1
20001,10760,1
20001,10761,1
20001,10762,1
20001,10763,1
20001,10764,1
20001,10765,1
20001,10766,1
20001,10767,1
20001,10768,1
20001,10769,1
20001,10770,1
20001,10771,1
20001,10772,1
20001,10773,1
20001,10774,1
20001,10775,1
20001,10776,1
20001,10777,1
20001,10778,1
20001,10779,1
20001,10780,1
20001,10781,1
20001,10782,1
20001,10783,1
20001,10784,1
20001,10785,1
20001,10786,1
20001,10787,1
20001,10788,1
20001,10789,1
20001,10790,1
20001,10791,1
20001,10792,1
20001,10793,1
20001,10794,1
20001,10795,1
20001,10796,1
20001,10797,1
20001,10798,1
20001,10799,1
20001,10800,1
20001,10801,1
20001,10802,1
20001,10803,1
20001,10804,1
20001,10805,1
20001,10806,1
20001,10807,1
20001,10808,1
20001,10809,1
20001,10810,1
20001,10811,1
20001,10812,1
20001,10813,1
20001,10814,1
20001,10815,1
20001,10816,1
20001,10817,1
20001,10818,1
20001,10819,1
20001,10820,1
20001,10821,1
20001,10822,1
20001,10823,1
20001,10824,1
20001,10825,1
20001,10826,1
20001,10827,1
20001,10828,1
20001,10829,1
20001,10830,1
20001,10831,1
20001,10832,1
20001,10833,1
20001,10834,1
20001,10835,1
20001,10836,1
20001,10837,1
20001,10838,1
20001,10839,1
20001,10840,1
20001,10841,1
20001,10842,1
20001,10843,1
20001,10844,1
20001,10845,1
20001,10846,1
20001,10847,1
20001,10848,1
20001,10849,1
20001,10850,1
20001,10851,1
20001,10852,1
20001,10853,1
20001,10854,1
20001,10855,1
20001,10856,1
20001,10857,1
20001,10858,1
20001,10859,1
20001,10860,1
20001,10861,1
20001,10862,1
20001,10863,1
20001,10864,1
20001,10865,1
20001,10866,1
20001,10867,1
20001,10868,1
20001,10869,1
20001,10870,1
20001,10871,1
20001,10872,1
20001,10873,1
20001,10874,1
20001,10875,1
20001,10876,1
20001,10877,1
20001,10878,1
20001,10879,1
20001,10880,1
20001,10881,1
20001,10882,1
20001,10883,1
20001,10884,1
20001,10885,1
20001,10886,1
20001,10887,1
20001,10888,1
20001,10889,1
20001,10890,1
20001,10891,1
20001,10892,1
20001,10893,1
20001,10894,1
20001,10895,1
20001,10896,1
20001,10897,1
20001,10898,1
20001,10899,1
20001,10900,1
20001,10901,1
20001,10902,1
20001,10903,1
20001,10904,1
20001,10905,1
20001,10906,1
20001,10907,1
20001,10908,1
20001,10909,1
20001,10910,1
20001,10911,1
20001,10912,1
20001,10913,1
20001,10914,1
20001,10915,1
20001,10916,1
20001,10917,1
20001,10918,1
20001,10919,1
20001,10920,1
20001,10921,1
20001,10922,1
20001,10923,1
20001,10924,1
20001,10925,1
20001,10926,1
20001,10927,1
20001,10928,1
20001,10929,1
20001,10930,1
20001,10931,1
20001,10932,1
20001,10933,1
20001,10934,1
20001,10935,1
20001,10936,1
20001,10937,1
20001,10938,1
20001,10939,1
20001,10940,1
20001,10941,1
20001,10942,1
20001,10943,1
20001,10944,1
20001,10945,1
20001,10946,1
20001,10947,1
20001,10948,1
20001,10949,1
20001,10950,1
20001,10951,1
20001,10952,1
20001,10953,1
20001,10954,1
20001,10955,1
20001,10956,1
20001,10957,1
20001,10958,1
20001,10959,1
20001,10960,1
20001,10961,1
20001,10962,1
20001,10963,1
20001,10964,1
20001,10965,1
20001,10966,1
20001,10967,1
20001,10968,1
20001,10969,1
20001,10970,1
20001,10971,1
20001,10972,1
20001,10973,1
20001,10974,1
20001,10975,1
20001,10976,1
20001,10977,1
20001,10978,1
20001,10979,1
20001,10980,1
20001,10981,1
20001,10982,1
20001,10983,1
20001,10984,1
20001,10985,1
20001,10986,1
20001,10987,1
20001,10988,1
20001,10989,1
20001,10990,1
20001,10991,1
20001,10992,1
20001,10993,1
20001,10994,1
20001,10995,1
20001,10996,1
20001,10997,1
20001,10998,1
20001,10999,1
20001,11000,1
20001,11001,1
20001,11002,1
20001,11003,1
20001,11004,1
20001,11005,1
20001,11006,1
20001,11007,1
20001,11008,1
20001,11009,1
20001,11010,1
20001,11011,1
20001,11012,1
20001,11013,1
20001,11014,1
20001,11015,1
20001,11016,1
20001,11017,1
20001,11018,1
20001,11019,1
20001,11020,1
20001,11021,1
20001,11022,1
20001,11023,1
20001,11024,1
20001,11025,1
20001,11026,1
20001,11027,1
20001,11028,1
20001,11029,1
20001,11030,1
20001,11031,1
20001,11032,1
20001,11033,1
20001,11034,1
20001,11035,1
20001,11036,1
20001,11037,1
20001,11038,1
20001,11039,1
20001,11040,1
20001,11041,1
20001,11042,1
20001,11043,1
20001,11044,1
20001,11045,1
20001,11046,1
20001,11047,1
20001,11048,1
20001,11049,1
20001,11050,1
20001,11051,1
20001,11052,1
20001,11053,1
20001,11054,1
20001,11055,1
20001,11056,1
20001,11057,1
20001,11058,1
20001,11059,1
20001,11060,1
20001,11061,1
20001,11062,1
20001,11063,1
20001,11064,1
20001,11065,1
20001,11066,1
20001,11067,1
20001,11068,1
20001,11069,1
20001,11070,1
20001,11071,1
20001,11072,1
20001,11073,1
20001,11074,1
20001,11075,1
20001,11076,1
20001,11077,1
20001,11078,1
20001,11079,1
20001,11080,1
20001,11081,1
20001,11082,1
20001,11083,1
20001,11084,1
20001,11085,1
20001,11086,1
20001,11087,1
20001,11088,1
20001,11089,1
20001,11090,1
20001,11091,1
20001,11092,1
20001,11093,1
20001,11094,1
20001,11095,1
20001,11096,1
20001,11097,1
20001,11098,1
20001,11099,1
20001,11100,1
20001,11101,1
20001,11102,1
20001,11103,1
20001,11104,1
20001,11105,1
20001,11106,1
20001,11107,1
20001,11108,1
20001,11109,1
20001,11110,1
20001,11111,1
20001,11112,1
20001,11113,1
20001,11114,1
20001,11115,1
20001,11116,1
20001,11117,1
20001,11118,1
20001,11119,1
20001,11120,1
20001,11121,1
20001,11122,1
20001,11123,1
20001,11124,1
20001,11125,1
20001,11126,1
20001,11127,1
20001,11128,1
20001,11129,1
20001,11130,1
20001,11131,1
20001,11132,1
20001,11133,1
20001,11134,1
20001,11135,1
20001,11136,1
20001,11137,1
20001,11138,1
20001,11139,1
20001,11140,1
20001,11141,1
20001,11142,1
20001,11143,1
20001,11144,1
20001,11145,1
20001,11146,1
20001,11147,1
20001,11148,1
20001,11149,1
20001,11150,1
20001,11151,1
20001,11152,1
20001,11153,1
20001,11154,1
20001,11155,1
20001,11156,1
20001,11157,1
20001,11158,1
20001,11159,1
20001,11160,1
20001,11161,1
20001,11162,1
20001,11163,1
20001,11164,1
20001,11165,1
20001,11166,1
20001,11167,1
20001,11168,1
20001,11169,1
20001,11170,1
20001,11171,1
20001,11172,1
20001,11173,1
20001,11174,1
20001,11175,1
20001,11176,1
20001,11177,1
20001,11178,1
20001,11179,1
20001,11180,1
20001,11181,1
20001,11182,1
20001,11183,1
20001,11184,1
20001,11185,1
20001,11186,1
20001,11187,1
20001,11188,1
20001,11189,1
20001,11190,1
20001,11191,1
20001,11192,1
20001,11193,1
20001,11194,1
20001,11195,1
20001,11196,1
20001,11197,1
20001,11198,1
20001,11199,1
20001,11200,1
20001,11201,1
20001,11202,1
20001,11203,1
20001,11204,1
20001,11205,1
20001,11206,1
20001,11207,1
20001,11208,1
20001,11209,1
20001,11210,1
20001,11211,1
20001,11212,1
20001,11213,1
20001,11214,1
20001,11215,1
20001,11216,1
20001,11217,1
20001,11218,1
20001,11219,1
20001,11220,1
20001,11221,1
20001,11222,1
20001,11223,1
20001,11224,1
20001,11225,1
20001,11226,1
20001,11227,1
20001,11228,1
20001,11229,1
20001,11230,1
20001,11231,1
20001,11232,1
20001,11233,1
20001,11234,1
20001,11235,1
20001,11236,1
20001,11237,1
20001,11238,1
20001,11239,1
20001,11240,1
20001,11241,1
20001,11242,1
20001,11243,1
20001,11244,1
20001,11245,1
20001,11246,1
20001,11247,1
20001,11248,1
20001,11249,1
20001,11250,1
20001,11251,1
20001,11252,1
20001,11253,1
20001,11254,1
20001,11255,1
20001,11256,1
20001,11257,1
20001,11258,1
20001,11259,1
20001,11260,1
20001,11261,1
20001,11262,1
20001,11263,1
20001,11264,1
20001,11265,1
20001,11266,1
20001,11267,1
20001,11268,1
20001,11269,1
20001,11270,1
20001,11271,1
20001,11272,1
20001,11273,1
20001,11274,1
20001,11275,1
20001,11276,1
20001,11277,1
20001,11278,1
20001,11279,1
20001,11280,1
20001,11281,1
20001,11282,1
20001,11283,1
20001,11284,1
20001,11285,1
20001,11286,1
20001,11287,1
20001,11288,1
20001,11289,1
20001,11290,1
20001,11291,1
20001,11292,1
20001,11293,1
20001,11294,1
20001,11295,1
20001,11296,1
20001,11297,1
20001,11298,1
20001,11299,1
20001,11300,1
20001,11301,1
20001,11302,1
20001,11303,1
20001,11304,1
20001,11305,1
20001,11306,1
20001,11307,1
20001,11308,1
20001,11309,1
20001,11310,1
20001,11311,1
20001,11312,1
20001,11313,1
20001,11314,1
20001,11315,1
20001,11316,1
20001,11317,1
20001,11318,1
20001,11319,1
20001,11320,1
20001,11321,1
20001,11322,1
20001,11323,1
20001,11324,1
20001,11325,1
20001,11326,1
20001,11327,1
20001,11328,1
20001,11329,1
20001,11330,1
20001,11331,1
20001,11332,1
20001,11333,1
20001,11334,1
20001,11335,1
20001,11336,1
20001,11337,1
20001,11338,1
20001,11339,1
20001,11340,1
20001,11341,1
20001,11342,1
20001,11343,1
20001,11344,1
20001,11345,1
20001,11346,1
20001,11347,1
20001,11348,1
20001,11349,1
20001,11350,1
20001,11351,1
20001,11352,1
20001,11353,1
20001,11354,1
20001,11355,1
20001,11356,1
20001,11357,1
20001,11358,1
20001,11359,1
20001,11360,1
20001,11361,1
20001,11362,1
20001,11363,1
20001,11364,1
20001,11365,1
20001,11366,1
20001,11367,1
20001,11368,1
20001,11369,1
20001,11370,1
20001,11371,1
20001,11372,1
20001,11373,1
20001,11374,1
20001,11375,1
20001,11376,1
20001,11377,1
20001,11378,1
20001,11379,1
20001,11380,1
20001,11381,1
20001,11382,1
20001,11383,1
20001,11384,1
20001,11385,1
20001,11386,1
20001,11387,1
20001,11388,1
20001,11389,1
20001,11390,1
20001,11391,1
20001,11392,1
20001,11393,1
20001,11394,1
20001,11395,1
20001,11396,1
20001,11397,1
20001,11398,1
20001,11399,1
20001,11400,1
20001,11401,1
20001,11402,1
20001,11403,1
20001,11404,1
20001,11405,1
20001,11406,1
20001,11407,1
20001,11408,1
20001,11409,1
20001,11410,1
20001,11411,1
20001,11412,1
20001,11413,1
20001,11414,1
20001,11415,1
20001,11416,1
20001,11417,1
20001,11418,1
20001,11419,1
20001,11420,1
20001,11421,1
20001,11422,1
20001,11423,1
20001,11424,1
20001,11425,1
20001,11426,1
20001,11427,1
20001,11428,1
20001,11429,1
20001,11430,1
20001,11431,1
20001,11432,1
20001,11433,1
20001,11434,1
20001,11435,1
20001,11436,1
20001,11437,1
20001,11438,1
20001,11439,1
20001,11440,1
20001,11441,1
20001,11442,1
20001,11443,1
20001,11444,1
20001,11445,1
20001,11446,1
20001,11447,1
20001,11448,1
20001,11449,1
20001,11450,1
20001,11451,1
20001,11452,1
20001,11453,1
20001,11454,1
20001,11455,1
20001,11456,1
20001,11457,1
20001,11458,1
20001,11459,1
20001,11460,1
20001,11461,1
20001,11462,1
20001,11463,1
20001,11464,1
20001,11465,1
20001,11466,1
20001,11467,1
20001,11468,1
20001,11469,1
20001,11470,1
20001,11471,1
20001,11472,1
20001,11473,1
20001,11474,1
20001,11475,1
20001,11476,1
20001,11477,1
20001,11478,1
20001,11479,1
20001,11480,1
20001,11481,1
20001,11482,1
20001,11483,1
20001,11484,1
20001,11485,1
20001,11486,1
20001,11487,1
20001,11488,1
20001,11489,1
20001,11490,1
20001,11491,1
20001,11492,1
20001,11493,1
20001,11494,1
20001,11495,1
20001,11496,1
20001,11497,1
20001,11498,1
20001,11499,1
20001,11500,1
20001,11501,1
20001,11502,1
20001,11503,1
20001,11504,1
20001,11505,1
20001,11506,1
20001,11507,1
20001,11508,1
20001,11509,1
20001,11510,1
20001,11511,1
20001,11512,1
20001,11513,1
20001,11514,1
20001,11515,1
20001,11516,1
20001,11517,1
20001,11518,1
20001,11519,1
20001,11520,1
20001,11521,1
20001,11522,1
20001,11523,1
20001,11524,1
20001,11525,1
20001,11526,1
20001,11527,1
20001,11528,1
20001,11529,1
20001,11530,1
20001,11531,1
20001,11532,1
20001,11533,1
20001,11534,1
20001,11535,1
20001,11536,1
20001,11537,1
20001,11538,1
20001,11539,1
20001,11540,1
20001,11541,1
20001,11542,1
20001,11543,1
20001,11544,1
20001,11545,1
20001,11546,1
20001,11547,1
20001,11548,1
20001,11549,1
20001,11550,1
20001,11551,1
20001,11552,1
20001,11553,1
20001,11554,1
20001,11555,1
20001,11556,1
20001,11557,1
20001,11558,1
20001,11559,1
20001,11560,1
20001,11561,1
20001,11562,1
20001,11563,1
20001,11564,1
20001,11565,1
20001,11566,1
20001,11567,1
20001,11568,1
20001,11569,1
20001,11570,1
20001,11571,1
20001,11572,1
20001,11573,1
20001,11574,1
20001,11575,1
20001,11576,1
20001,11577,1
20001,11578,1
20001,11579,1
20001,11580,1
20001,11581,1
20001,11582,1
20001,11583,1
20001,11584,1
20001,11585,1
20001,11586,1
20001,11587,1
20001,11588,1
20001,11589,1
20001,11590,1
20001,11591,1
20001,11592,1
20001,11593,1
20001,11594,1
20001,11595,1
20001,11596,1
20001,11597,1
20001,11598,1
20001,11599,1
20001,11600,1
20001,11601,1
20001,11602,1
20001,11603,1
20001,11604,1
20001,11605,1
20001,11606,1
20001,11607,1
20001,11608,1
20001,11609,1
20001,11610,1
20001,11611,1
20001,11612,1
20001,11613,1
20001,11614,1
20001,11615,1
20001,11616,1
20001,11617,1
20001,11618,1
20001,11619,1
20001,11620,1
20001,11621,1
20001,11622,1
20001,11623,1
20001,11624,1
20001,11625,1
20001,11626,1
20001,11627,1
20001,11628,1
20001,11629,1
20001,11630,1
20001,11631,1
20001,11632,1
20001,11633,1
20001,11634,1
20001,11635,1
20001,11636,1
20001,11637,1
20001,11638,1
20001,11639,1
20001,11640,1
20001,11641,1
20001,11642,1
20001,11643,1
20001,11644,1
20001,11645,1
20001,11646,1
20001,11647,1
20001,11648,1
20001,11649,1
20001,11650,1
20001,11651,1
20001,11652,1
20001,11653,1
20001,11654,1
20001,11655,1
20001,11656,1
20001,11657,1
20001,11658,1
20001,11659,1
20001,11660,1
20001,11661,1
20001,11662,1
20001,11663,1
20001,11664,1
20001,11665,1
20001,11666,1
20001,11667,1
20001,11668,1
20001,11669,1
20001,11670,1
20001,11671,1
20001,11672,1
20001,11673,1
20001,11674,1
20001,11675,1
20001,11676,1
20001,11677,1
20001,11678,1
20001,11679,1
20001,11680,1
20001,11681,1
20001,11682,1
20001,11683,1
20001,11684,1
20001,11685,1
20001,11686,1
20001,11687,1
20001,11688,1
20001,11689,1
